0 128 640 5 5 0
1 2 a 3
96 40 c 1
96 110 d 3
96 79 e 3
97 98 a 4
97 98 b 2
97 54 c 4
97 70 d 4
97 118 e 1
98 99 a 2
98 99 b 4
98 67 c 1
98 58 d 4
98 124 e 1
99 100 a 1
99 100 b 2
99 127 c 0
99 128 d 3
99 66 e 3
100 101 a 1
100 101 b 0
100 32 c 2
100 111 d 4
100 112 e 0
101 102 a 4
101 102 b 3
101 92 c 3
101 7 d 0
101 113 e 0
102 103 a 0
102 103 b 3
102 114 c 4
102 105 d 1
102 114 e 2
103 104 a 0
103 104 b 2
103 33 c 2
103 91 d 4
103 103 e 3
104 105 a 0
104 105 b 3
104 47 c 4
104 69 d 0
104 6 e 1
105 106 a 0
105 106 b 2
105 100 c 4
105 54 d 4
105 73 e 0
106 107 a 1
106 107 b 4
106 12 c 1
106 96 d 2
106 112 e 1
107 108 a 2
107 108 b 3
107 121 c 4
107 24 d 3
107 126 e 0
108 109 a 4
108 109 b 0
108 126 c 1
108 87 d 3
108 56 e 3
109 110 a 0
109 110 b 0
109 117 c 2
109 60 d 2
109 41 e 4
110 111 a 0
110 111 b 3
110 58 c 2
110 7 d 0
110 32 e 3
111 112 a 4
111 112 b 0
111 46 c 3
111 31 d 4
111 47 e 1
112 113 a 0
112 113 b 0
112 53 c 2
112 13 d 1
112 46 e 3
113 114 a 2
113 114 b 4
113 56 c 3
113 127 d 2
113 55 e 0
114 115 a 2
114 115 b 0
114 36 c 0
114 70 d 3
114 40 e 2
115 116 a 2
115 116 b 1
115 105 c 3
115 88 d 2
115 36 e 1
116 117 a 4
116 117 b 2
116 124 c 0
116 79 d 1
116 17 e 2
117 118 a 2
117 118 b 3
117 85 c 0
117 104 d 4
117 27 e 1
118 119 a 3
118 119 b 1
118 113 c 1
118 5 d 0
118 48 e 1
119 120 a 3
119 120 b 3
119 81 c 1
119 43 d 0
119 2 e 4
120 121 a 0
120 121 b 1
120 121 c 0
120 5 d 2
120 9 e 4
121 122 a 2
121 122 b 1
121 115 c 4
121 95 d 1
121 126 e 0
122 123 a 4
122 123 b 0
122 74 c 3
122 44 d 3
122 97 e 3
123 124 a 4
123 124 b 0
123 15 c 0
123 1 d 3
123 116 e 4
124 125 a 2
124 125 b 1
124 87 c 3
124 23 d 0
124 61 e 1
125 126 a 0
125 126 b 1
125 58 c 4
125 77 d 1
125 8 e 1
126 127 a 0
126 127 b 2
126 86 c 4
126 35 d 4
126 98 e 3
127 128 a 1
127 128 b 1
127 74 c 0
127 64 d 3
127 32 e 4
128 1 a 2
128 1 b 0
128 60 c 1
128 109 d 2
128 86 e 3

28 128 640 5 5 0
1 2 a 1
1 2 b 4
1 84 c 2
1 24 d 0
1 96 e 1
2 3 a 2
2 3 b 1
2 62 c 3
2 82 d 4
2 92 e 3
3 4 a 2
3 4 b 1
3 43 c 4
3 82 d 4
3 46 e 1
4 5 a 2
4 5 b 1
4 81 c 4
4 112 d 1
4 123 e 1
5 6 a 4
5 6 b 3
5 102 c 4
5 42 d 1
5 47 e 2
6 7 a 4
6 7 b 4
6 41 c 3
6 34 d 1
6 119 e 1
7 8 a 1
7 8 b 2
7 90 c 1
7 29 d 2
7 71 e 1
8 9 a 1
8 9 b 4
8 61 c 0
8 6 d 0
8 85 e 3
9 10 a 0
9 10 b 0
9 27 c 4
9 105 d 3
9 28 e 3
10 11 a 1
10 11 b 0
10 64 c 2
10 121 d 4
10 90 e 4
11 12 a 0
11 12 b 4
11 126 c 0
11 11 d 4
11 19 e 2
12 13 a 3
12 13 b 3
12 40 c 1
12 24 d 2
12 12 e 1
13 14 a 3
13 14 b 0
13 24 c 0
13 63 d 1
13 80 e 1
14 15 a 0
14 15 b 0
14 43 c 2
14 65 d 0
14 46 e 3
15 16 a 3
15 16 b 0
15 63 c 3
15 3 d 4
15 57 e 1
16 17 a 3
16 17 b 4
16 60 c 4
16 15 d 1
16 71 e 0
17 18 a 4
17 18 b 4
17 8 c 2
17 19 d 0
17 114 e 0
18 19 a 0
18 19 b 3
18 17 c 4
18 96 d 0
18 26 e 0
19 20 a 0
19 20 b 2
19 71 c 4
19 108 d 2
19 97 e 4
20 21 a 0
20 21 b 1
20 30 c 0
20 81 d 2
20 46 e 4
21 22 a 4
21 22 b 1
21 17 c 3
21 76 d 3
21 43 e 2
22 23 a 3
22 23 b 4
22 26 c 1
22 64 d 0
22 71 e 4
23 24 a 1
23 24 b 2
23 59 c 1
23 48 d 4
23 53 e 3
24 25 a 4
24 25 b 0
24 121 c 4
24 72 d 1
24 106 e 1
25 26 a 3
25 26 b 3
25 91 c 2
25 84 d 2
25 35 e 1
26 27 a 0
26 27 b 4
26 111 c 4
26 71 d 2
26 93 e 1
27 28 a 3
27 28 b 0
27 70 c 4
27 54 d 0
27 90 e 4
28 29 a 1
28 29 b 3
28 115 c 2
28 90 d 1
28 35 e 0
29 30 a 1
29 30 b 2
29 15 c 4
29 18 d 2
29 1 e 1
30 31 a 1
30 31 b 4
30 56 c 4
30 95 d 1
30 3 e 4
31 32 a 3
31 32 b 3
31 14 c 3
31 102 d 3
31 123 e 4
32 33 a 3
32 33 b 4
32 52 c 1
32 113 d 4
32 128 e 4
33 34 a 4
33 34 b 0
33 85 c 2
33 110 d 1
33 110 e 1
34 35 a 1
34 35 b 0
34 28 c 3
34 111 d 4
34 97 e 1
35 36 a 0
35 36 b 2
35 59 c 2
35 40 d 0
35 62 e 1
36 37 a 2
36 37 b 4
36 101 c 3
36 116 d 0
36 42 e 4
37 38 a 0
37 38 b 0
37 84 c 2
37 80 d 2
37 17 e 3
38 39 a 2
38 39 b 4
38 68 c 0
38 94 d 4
38 32 e 0
39 40 a 4
39 40 b 4
39 118 c 0
39 100 d 4
39 75 e 2
40 41 a 3
40 41 b 4
40 46 c 2
40 75 d 3
40 73 e 4
41 42 a 4
41 42 b 2
41 53 c 2
41 32 d 3
41 19 e 3
42 43 a 3
42 43 b 3
42 88 c 1
42 22 d 3
42 104 e 4
43 44 a 1
43 44 b 4
43 103 c 4
43 2 d 0
43 75 e 2
44 45 a 4
44 45 b 2
44 54 c 2
44 94 d 2
44 4 e 2
45 46 a 0
45 46 b 4
45 31 c 0
45 70 d 2
45 27 e 3
46 47 a 3
46 47 b 3
46 127 c 2
46 126 d 0
46 96 e 1
47 48 a 2
47 48 b 1
47 53 c 0
47 106 d 0
47 102 e 0
48 49 a 2
48 49 b 3
48 38 c 2
48 21 d 3
48 3 e 4
49 50 a 2
49 50 b 1
49 59 c 4
49 43 d 4
49 82 e 3
50 51 a 2
50 51 b 2
50 97 c 0
50 126 d 0
50 49 e 2
51 52 a 1
51 52 b 2
51 8 c 2
51 5 d 2
51 67 e 1
52 53 a 3
52 53 b 2
52 37 c 2
52 88 d 0
52 111 e 2
53 54 a 2
53 54 b 4
53 49 c 3
53 53 d 2
53 95 e 3
54 55 a 3
54 55 b 0
54 39 c 1
54 126 d 4
54 2 e 1
55 56 a 0
55 56 b 1
55 10 c 2
55 57 d 3
55 11 e 1
56 57 a 1
56 57 b 2
56 92 c 4
56 15 d 4
56 112 e 3
57 58 a 4
57 58 b 3
57 40 c 2
57 77 d 3
57 107 e 3
58 59 a 0
58 59 b 4
58 121 c 4
58 102 d 0
58 124 e 3
59 60 a 3
59 60 b 0
59 97 c 3
59 111 d 3
59 101 e 4
60 61 a 0
60 61 b 1
60 115 c 3
60 34 d 0
60 45 e 4
61 62 a 4
61 62 b 0
61 73 c 4
61 92 d 2
61 30 e 1
62 63 a 2
62 63 b 2
62 126 c 3
62 30 d 4
62 71 e 0
63 64 a 4
63 64 b 2
63 53 c 0
63 16 d 4
63 122 e 0
64 65 a 0
64 65 b 0
64 17 c 0
64 121 d 3
64 79 e 1
65 66 a 2
65 66 b 3
65 59 c 1
65 72 d 0
65 31 e 3
66 67 a 4
66 67 b 2
66 95 c 1
66 15 d 3
66 10 e 3
67 68 a 3
67 68 b 1
67 47 c 2
67 2 d 2
67 114 e 0
68 69 a 2
68 69 b 0
68 94 c 4
68 124 d 1
68 125 e 3
69 70 a 3
69 70 b 4
69 38 c 4
69 123 d 3
69 23 e 0
70 71 a 1
70 71 b 2
70 68 c 3
70 31 d 4
70 110 e 4
71 72 a 2
71 72 b 2
71 118 c 2
71 47 d 1
71 116 e 2
72 73 a 1
72 73 b 1
72 4 c 3
72 20 d 4
72 96 e 2
73 74 a 0
73 74 b 4
73 52 c 0
73 91 d 3
73 45 e 1
74 75 a 2
74 75 b 3
74 83 c 0
74 55 d 2
74 26 e 3
75 76 a 3
75 76 b 0
75 51 c 0
75 125 d 3
75 40 e 4
76 77 a 3
76 77 b 2
76 40 c 0
76 39 d 4
76 32 e 2
77 78 a 4
77 78 b 1
77 11 c 3
77 82 d 0
77 10 e 1
78 79 a 4
78 79 b 1
78 55 c 4
78 64 d 3
78 54 e 1
79 80 a 3
79 80 b 3
79 14 c 1
79 86 d 0
79 55 e 1
80 81 a 0
80 81 b 1
80 117 c 3
80 30 d 2
80 100 e 4
81 82 a 0
81 82 b 1
81 83 c 2
81 71 d 3
81 85 e 0
82 83 a 4
82 83 b 0
82 22 c 0
82 32 d 4
82 108 e 3
83 84 a 3
83 84 b 3
83 46 c 1
83 33 d 3
83 73 e 1
84 85 a 1
84 85 b 0
84 16 c 1
84 98 d 3
84 84 e 2
85 86 a 0
85 86 b 0
85 53 c 0
85 33 d 2
85 55 e 2
86 87 a 3
86 87 b 0
86 25 c 1
86 65 d 0
86 98 e 1
87 88 a 0
87 88 b 0
87 60 c 2
87 70 d 0
87 5 e 0
88 89 a 3
88 89 b 0
88 36 c 1
88 90 d 1
88 25 e 2
89 90 a 4
89 90 b 0
89 88 c 0
89 74 d 0
89 88 e 1
90 91 a 4
90 91 b 2
90 103 c 4
90 9 d 3
90 64 e 3
91 92 a 2
91 92 b 2
91 95 c 3
91 44 d 0
91 20 e 0
92 93 a 3
92 93 b 0
92 87 c 0
92 109 d 3
92 91 e 1
93 94 a 2
93 94 b 0
93 102 c 1
93 41 d 4
93 95 e 1
94 95 a 4
94 95 b 4
94 41 c 1
94 98 d 0
94 47 e 0
95 96 a 3
95 96 b 0
95 64 c 1
95 61 d 2
95 30 e 2
96 97 a 3
96 97 b 2
96 81 c 4
96 5 d 4
96 65 e 3
97 98 a 1
97 98 b 4
97 4 c 0
97 38 d 1
97 117 e 3
98 99 a 0
98 99 b 1
98 6 c 1
98 51 d 1
98 87 e 4
99 100 a 1
99 100 b 4
99 7 c 0
99 96 d 4
99 74 e 4
100 101 a 1
100 101 b 1
100 59 c 0
100 9 d 3
100 116 e 3
101 102 a 4
101 102 b 1
101 92 c 4
101 41 d 2
101 65 e 1
102 103 a 4
102 103 b 3
102 39 c 2
102 100 d 4
102 95 e 2
103 104 a 0
103 104 b 1
103 91 c 1
103 125 d 2
103 64 e 4
104 105 a 4
104 105 b 0
104 61 c 1
104 96 d 3
104 28 e 1
105 106 a 4
105 106 b 4
105 22 c 4
105 26 d 3
105 108 e 3
106 107 a 4
106 107 b 2
106 51 c 1
106 92 d 1
106 111 e 3
107 108 a 4
107 108 b 4
107 100 c 4
107 125 d 4
107 41 e 4
108 109 a 2
108 109 b 4
108 126 c 2
108 116 d 4
108 95 e 2
109 110 a 1
109 110 b 0
109 90 c 2
109 97 d 3
109 29 e 4
110 111 a 1
110 111 b 1
110 83 c 0
110 5 d 3
110 49 e 3
111 112 a 1
111 112 b 0
111 75 c 1
111 70 d 0
111 45 e 0
112 113 a 3
112 113 b 2
112 39 c 1
112 44 d 3
112 104 e 0
113 114 a 1
113 114 b 1
113 78 c 2
113 103 d 4
113 125 e 0
114 115 a 2
114 115 b 1
114 47 c 1
114 70 d 3
114 75 e 4
115 116 a 2
115 116 b 1
115 56 c 3
115 65 d 4
115 115 e 2
116 117 a 2
116 117 b 1
116 95 c 0
116 112 d 3
116 93 e 3
117 118 a 4
117 118 b 3
117 29 c 0
117 18 d 1
117 52 e 1
118 119 a 3
118 119 b 4
118 110 c 2
118 7 d 2
118 101 e 3
119 120 a 0
119 120 b 1
119 82 c 3
119 86 d 1
119 36 e 3
120 121 a 0
120 121 b 2
120 79 c 3
120 40 d 0
120 103 e 3
121 122 a 4
121 122 b 4
121 109 c 2
121 75 d 3
121 105 e 3
122 123 a 3
122 123 b 0
122 56 c 4
122 48 d 3
122 40 e 3
123 124 a 3
123 124 b 2
123 66 c 0
123 110 d 3
123 103 e 3
124 125 a 2
124 125 b 3
124 31 c 0
124 60 d 2
124 45 e 2
125 126 a 3
125 126 b 2
125 103 c 2
125 123 d 0
125 68 e 4
126 127 a 3
126 127 b 2
126 55 c 2
126 42 d 1
126 59 e 1
127 128 a 4
127 128 b 2
127 47 c 3
127 111 d 1
127 101 e 4
128 1 a 3
128 1 b 4
128 118 c 2
128 21 d 2
128 88 e 3

29 128 640 5 5 0
1 2 a 3
1 2 b 1
1 50 c 3
1 8 d 3
1 110 e 4
2 3 a 0
2 3 b 0
2 16 c 1
2 91 d 2
2 71 e 4
3 4 a 1
3 4 b 0
3 66 c 0
3 67 d 1
3 69 e 1
4 5 a 2
4 5 b 1
4 124 c 3
4 25 d 2
4 15 e 3
5 6 a 1
5 6 b 2
5 118 c 2
5 92 d 2
5 15 e 3
6 7 a 1
6 7 b 2
6 110 c 4
6 44 d 0
6 116 e 3
7 8 a 3
7 8 b 1
7 35 c 2
7 80 d 0
7 48 e 4
8 9 a 3
8 9 b 2
8 90 c 4
8 49 d 0
8 123 e 4
9 10 a 4
9 10 b 0
9 93 c 4
9 93 d 2
9 78 e 2
10 11 a 0
10 11 b 2
10 119 c 4
10 5 d 3
10 105 e 1
11 12 a 3
11 12 b 3
11 121 c 4
11 128 d 2
11 78 e 1
12 13 a 3
12 13 b 0
12 56 c 4
12 70 d 4
12 67 e 0
13 14 a 2
13 14 b 0
13 13 c 3
13 117 d 0
13 84 e 2
14 15 a 4
14 15 b 1
14 83 c 1
14 79 d 4
14 79 e 3
15 16 a 2
15 16 b 4
15 109 c 3
15 57 d 4
15 70 e 3
16 17 a 0
16 17 b 3
16 61 c 3
16 62 d 1
16 17 e 1
17 18 a 1
17 18 b 3
17 46 c 0
17 11 d 1
17 73 e 4
18 19 a 2
18 19 b 0
18 43 c 4
18 112 d 0
18 77 e 4
19 20 a 3
19 20 b 2
19 38 c 3
19 101 d 0
19 65 e 0
20 21 a 4
20 21 b 0
20 18 c 1
20 3 d 0
20 10 e 1
21 22 a 2
21 22 b 3
21 105 c 0
21 6 d 3
21 84 e 1
22 23 a 1
22 23 b 2
22 39 c 2
22 82 d 4
22 12 e 3
23 24 a 2
23 24 b 4
23 77 c 3
23 107 d 0
23 102 e 4
24 25 a 1
24 25 b 0
24 95 c 0
24 123 d 1
24 88 e 3
25 26 a 1
25 26 b 3
25 102 c 3
25 80 d 3
25 29 e 4
26 27 a 4
26 27 b 0
26 110 c 1
26 91 d 3
26 52 e 2
27 28 a 4
27 28 b 1
27 9 c 0
27 51 d 1
27 94 e 4
28 29 a 4
28 29 b 3
28 75 c 4
28 16 d 0
28 35 e 1
29 30 a 4
29 30 b 2
29 76 c 1
29 80 d 0
29 77 e 3
30 31 a 3
30 31 b 3
30 41 c 2
30 117 d 0
30 108 e 2
31 32 a 1
31 32 b 0
31 3 c 4
31 37 d 2
31 80 e 4
32 33 a 2
32 33 b 2
32 126 c 4
32 41 d 0
32 18 e 0
33 34 a 0
33 34 b 4
33 67 c 0
33 110 d 2
33 12 e 0
34 35 a 1
34 35 b 0
34 127 c 0
34 7 d 2
34 92 e 2
35 36 a 0
35 36 b 2
35 98 c 0
35 41 d 2
35 101 e 2
36 37 a 1
36 37 b 4
36 33 c 1
36 45 d 0
36 78 e 4
37 38 a 3
37 38 b 3
37 117 c 4
37 18 d 3
37 1 e 4
38 39 a 2
38 39 b 4
38 25 c 2
38 121 d 1
38 45 e 1
39 40 a 0
39 40 b 2
39 79 c 1
39 39 d 1
39 69 e 1
40 41 a 4
40 41 b 2
40 92 c 0
40 6 d 3
40 127 e 0
41 42 a 4
41 42 b 3
41 7 c 0
41 36 d 4
41 85 e 1
42 43 a 1
42 43 b 3
42 30 c 3
42 51 d 0
42 7 e 3
43 44 a 2
43 44 b 1
43 114 c 1
43 7 d 0
43 23 e 0
44 45 a 0
44 45 b 4
44 86 c 0
44 27 d 1
44 75 e 0
45 46 a 3
45 46 b 0
45 36 c 3
45 12 d 2
45 47 e 4
46 47 a 3
46 47 b 3
46 55 c 0
46 28 d 1
46 17 e 3
47 48 a 3
47 48 b 3
47 114 c 1
47 49 d 0
47 4 e 4
48 49 a 4
48 49 b 0
48 56 c 0
48 84 d 4
48 93 e 3
49 50 a 1
49 50 b 2
49 114 c 3
49 50 d 4
49 56 e 0
50 51 a 3
50 51 b 4
50 12 c 2
50 30 d 4
50 116 e 0
51 52 a 4
51 52 b 3
51 120 c 0
51 13 d 2
51 51 e 2
52 53 a 4
52 53 b 3
52 41 c 2
52 25 d 2
52 91 e 1
53 54 a 3
53 54 b 2
53 25 c 4
53 127 d 3
53 24 e 3
54 55 a 2
54 55 b 4
54 68 c 0
54 32 d 1
54 87 e 3
55 56 a 0
55 56 b 4
55 43 c 4
55 4 d 2
55 76 e 3
56 57 a 2
56 57 b 0
56 82 c 0
56 82 d 0
56 110 e 4
57 58 a 3
57 58 b 1
57 66 c 1
57 89 d 2
57 118 e 0
58 59 a 3
58 59 b 1
58 8 c 4
58 11 d 1
58 99 e 1
59 60 a 0
59 60 b 1
59 52 c 0
59 124 d 4
59 121 e 0
60 61 a 4
60 61 b 0
60 90 c 2
60 103 d 4
60 61 e 3
61 62 a 3
61 62 b 1
61 21 c 0
61 42 d 0
61 122 e 0
62 63 a 1
62 63 b 2
62 127 c 2
62 69 d 3
62 64 e 2
63 64 a 1
63 64 b 0
63 58 c 3
63 94 d 0
63 96 e 1
64 65 a 1
64 65 b 1
64 107 c 1
64 64 d 1
64 113 e 4
65 66 a 0
65 66 b 0
65 57 c 2
65 88 d 3
65 78 e 4
66 67 a 4
66 67 b 0
66 82 c 0
66 55 d 4
66 21 e 2
67 68 a 3
67 68 b 2
67 102 c 3
67 19 d 2
67 41 e 0
68 69 a 0
68 69 b 4
68 42 c 1
68 70 d 1
68 49 e 2
69 70 a 3
69 70 b 2
69 87 c 0
69 76 d 3
69 23 e 4
70 71 a 2
70 71 b 0
70 40 c 2
70 73 d 2
70 10 e 0
71 72 a 0
71 72 b 2
71 96 c 2
71 2 d 1
71 125 e 2
72 73 a 0
72 73 b 1
72 65 c 4
72 95 d 2
72 38 e 4
73 74 a 0
73 74 b 4
73 22 c 4
73 111 d 2
73 128 e 2
74 75 a 4
74 75 b 2
74 42 c 1
74 100 d 1
74 73 e 4
75 76 a 4
75 76 b 4
75 79 c 2
75 18 d 0
75 4 e 0
76 77 a 1
76 77 b 0
76 88 c 3
76 116 d 1
76 119 e 0
77 78 a 0
77 78 b 2
77 31 c 1
77 40 d 1
77 46 e 4
78 79 a 0
78 79 b 2
78 128 c 3
78 110 d 3
78 119 e 2
79 80 a 2
79 80 b 1
79 91 c 3
79 45 d 1
79 101 e 2
80 81 a 1
80 81 b 1
80 22 c 1
80 110 d 2
80 77 e 2
81 82 a 0
81 82 b 2
81 25 c 4
81 94 d 4
81 76 e 1
82 83 a 4
82 83 b 1
82 81 c 2
82 81 d 1
82 63 e 4
83 84 a 2
83 84 b 0
83 45 c 2
83 58 d 1
83 73 e 3
84 85 a 1
84 85 b 4
84 36 c 3
84 51 d 2
84 80 e 0
85 86 a 0
85 86 b 0
85 45 c 3
85 123 d 1
85 128 e 3
86 87 a 1
86 87 b 4
86 69 c 4
86 115 d 4
86 71 e 0
87 88 a 3
87 88 b 2
87 109 c 1
87 32 d 4
87 87 e 1
88 89 a 1
88 89 b 0
88 41 c 1
88 45 d 2
88 39 e 3
89 90 a 2
89 90 b 0
89 3 c 3
89 102 d 1
89 114 e 4
90 91 a 1
90 91 b 4
90 5 c 3
90 62 d 1
90 55 e 0
91 92 a 1
91 92 b 3
91 67 c 1
91 73 d 4
91 56 e 3
92 93 a 3
92 93 b 4
92 78 c 3
92 66 d 0
92 123 e 2
93 94 a 4
93 94 b 3
93 66 c 0
93 7 d 3
93 76 e 3
94 95 a 2
94 95 b 4
94 57 c 4
94 24 d 1
94 56 e 0
95 96 a 1
95 96 b 2
95 85 c 4
95 28 d 1
95 19 e 0
96 97 a 1
96 97 b 4
96 59 c 1
96 92 d 2
96 115 e 2
97 98 a 4
97 98 b 1
97 18 c 1
97 70 d 3
97 51 e 0
98 99 a 1
98 99 b 1
98 9 c 0
98 107 d 2
98 114 e 0
99 100 a 3
99 100 b 3
99 78 c 1
99 1 d 3
99 17 e 1
100 101 a 1
100 101 b 0
100 23 c 4
100 98 d 4
100 56 e 0
101 102 a 2
101 102 b 3
101 29 c 1
101 11 d 3
101 81 e 1
102 103 a 4
102 103 b 3
102 27 c 2
102 30 d 2
102 12 e 2
103 104 a 0
103 104 b 2
103 84 c 3
103 96 d 1
103 90 e 0
104 105 a 0
104 105 b 4
104 11 c 0
104 60 d 0
104 113 e 0
105 106 a 0
105 106 b 3
105 8 c 4
105 62 d 0
105 78 e 0
106 107 a 3
106 107 b 4
106 26 c 2
106 25 d 4
106 46 e 4
107 108 a 4
107 108 b 1
107 15 c 4
107 33 d 2
107 21 e 0
108 109 a 0
108 109 b 2
108 62 c 3
108 82 d 0
108 71 e 4
109 110 a 1
109 110 b 3
109 126 c 4
109 71 d 3
109 82 e 2
110 111 a 1
110 111 b 4
110 44 c 3
110 68 d 0
110 2 e 1
111 112 a 2
111 112 b 1
111 41 c 3
111 45 d 4
111 106 e 3
112 113 a 4
112 113 b 2
112 89 c 2
112 12 d 3
112 98 e 1
113 114 a 3
113 114 b 0
113 37 c 3
113 14 d 3
113 4 e 0
114 115 a 0
114 115 b 2
114 121 c 1
114 7 d 4
114 45 e 1
115 116 a 3
115 116 b 2
115 71 c 0
115 106 d 1
115 2 e 4
116 117 a 2
116 117 b 2
116 3 c 1
116 82 d 2
116 105 e 3
117 118 a 4
117 118 b 4
117 37 c 4
117 124 d 0
117 12 e 0
118 119 a 0
118 119 b 2
118 42 c 0
118 74 d 4
118 90 e 2
119 120 a 1
119 120 b 1
119 20 c 0
119 65 d 1
119 5 e 0
120 121 a 4
120 121 b 2
120 101 c 1
120 12 d 2
120 5 e 3
121 122 a 0
121 122 b 1
121 39 c 0
121 119 d 0
121 19 e 0
122 123 a 1
122 123 b 3
122 103 c 2
122 117 d 1
122 47 e 2
123 124 a 3
123 124 b 1
123 53 c 3
123 26 d 1
123 27 e 2
124 125 a 0
124 125 b 4
124 38 c 1
124 34 d 0
124 93 e 1
125 126 a 4
125 126 b 4
125 83 c 4
125 104 d 4
125 65 e 3
126 127 a 4
126 127 b 0
126 87 c 4
126 112 d 0
126 84 e 0
127 128 a 0
127 128 b 4
127 85 c 1
127 94 d 2
127 106 e 3
128 1 a 3
128 1 b 4
128 111 c 1
128 124 d 2
128 26 e 2

30 128 640 5 5 0
1 2 a 3
1 2 b 1
1 80 c 0
1 56 d 3
1 61 e 2
2 3 a 1
2 3 b 0
2 35 c 2
2 35 d 4
2 114 e 1
3 4 a 0
3 4 b 2
3 26 c 0
3 115 d 1
3 29 e 0
4 5 a 1
4 5 b 1
4 104 c 2
4 2 d 3
4 99 e 2
5 6 a 4
5 6 b 4
5 71 c 2
5 77 d 4
5 48 e 2
6 7 a 3
6 7 b 0
6 115 c 1
6 118 d 2
6 49 e 3
7 8 a 4
7 8 b 4
7 44 c 1
7 67 d 4
7 90 e 0
8 9 a 4
8 9 b 3
8 56 c 2
8 29 d 0
8 97 e 1
9 10 a 3
9 10 b 1
9 95 c 0
9 17 d 2
9 65 e 2
10 11 a 0
10 11 b 3
10 109 c 4
10 82 d 0
10 56 e 4
11 12 a 1
11 12 b 3
11 52 c 3
11 53 d 2
11 73 e 2
12 13 a 1
12 13 b 4
12 8 c 3
12 51 d 2
12 59 e 2
13 14 a 0
13 14 b 3
13 65 c 1
13 107 d 2
13 25 e 4
14 15 a 1
14 15 b 4
14 60 c 2
14 29 d 1
14 48 e 2
15 16 a 1
15 16 b 2
15 90 c 1
15 48 d 4
15 20 e 2
16 17 a 4
16 17 b 0
16 127 c 0
16 45 d 0
16 26 e 2
17 18 a 4
17 18 b 2
17 20 c 4
17 66 d 3
17 95 e 1
18 19 a 4
18 19 b 0
18 6 c 4
18 65 d 4
18 64 e 4
19 20 a 4
19 20 b 0
19 69 c 0
19 30 d 3
19 96 e 3
20 21 a 4
20 21 b 4
20 70 c 0
20 116 d 1
20 38 e 4
21 22 a 1
21 22 b 3
21 1 c 4
21 128 d 0
21 60 e 0
22 23 a 3
22 23 b 0
22 116 c 4
22 36 d 2
22 17 e 4
23 24 a 4
23 24 b 0
23 30 c 2
23 102 d 3
23 88 e 2
24 25 a 0
24 25 b 2
24 4 c 3
24 111 d 3
24 6 e 3
25 26 a 4
25 26 b 2
25 48 c 1
25 12 d 3
25 88 e 1
26 27 a 3
26 27 b 3
26 45 c 3
26 48 d 0
26 75 e 2
27 28 a 2
27 28 b 1
27 12 c 4
27 112 d 1
27 33 e 1
28 29 a 1
28 29 b 4
28 98 c 3
28 5 d 1
28 99 e 4
29 30 a 0
29 30 b 4
29 72 c 0
29 78 d 3
29 90 e 1
30 31 a 2
30 31 b 1
30 90 c 4
30 75 d 3
30 21 e 4
31 32 a 2
31 32 b 3
31 56 c 1
31 36 d 0
31 102 e 1
32 33 a 3
32 33 b 1
32 8 c 3
32 32 d 1
32 100 e 0
33 34 a 0
33 34 b 3
33 114 c 0
33 46 d 0
33 106 e 4
34 35 a 4
34 35 b 0
34 34 c 4
34 95 d 1
34 23 e 3
35 36 a 4
35 36 b 2
35 73 c 2
35 106 d 4
35 77 e 4
36 37 a 2
36 37 b 4
36 29 c 1
36 39 d 1
36 50 e 3
37 38 a 4
37 38 b 3
37 85 c 4
37 20 d 4
37 50 e 0
38 39 a 1
38 39 b 1
38 46 c 0
38 83 d 3
38 122 e 2
39 40 a 2
39 40 b 0
39 104 c 1
39 42 d 0
39 126 e 3
40 41 a 2
40 41 b 2
40 74 c 4
40 1 d 0
40 116 e 4
41 42 a 0
41 42 b 1
41 26 c 2
41 104 d 3
41 87 e 3
42 43 a 3
42 43 b 2
42 37 c 3
42 15 d 0
42 102 e 4
43 44 a 0
43 44 b 2
43 61 c 3
43 76 d 3
43 34 e 3
44 45 a 1
44 45 b 1
44 54 c 4
44 24 d 1
44 83 e 3
45 46 a 3
45 46 b 4
45 104 c 2
45 18 d 0
45 4 e 3
46 47 a 0
46 47 b 0
46 48 c 0
46 123 d 4
46 2 e 4
47 48 a 4
47 48 b 2
47 111 c 2
47 56 d 2
47 97 e 2
48 49 a 3
48 49 b 0
48 9 c 1
48 83 d 3
48 119 e 2
49 50 a 4
49 50 b 0
49 104 c 0
49 122 d 3
49 95 e 2
50 51 a 4
50 51 b 4
50 119 c 2
50 127 d 2
50 119 e 1
51 52 a 1
51 52 b 1
51 39 c 1
51 86 d 2
51 98 e 1
52 53 a 1
52 53 b 4
52 109 c 4
52 26 d 1
52 7 e 4
53 54 a 2
53 54 b 3
53 65 c 2
53 9 d 3
53 16 e 0
54 55 a 1
54 55 b 3
54 33 c 2
54 3 d 1
54 108 e 2
55 56 a 0
55 56 b 2
55 12 c 2
55 15 d 1
55 78 e 3
56 57 a 1
56 57 b 0
56 8 c 0
56 85 d 4
56 44 e 3
57 58 a 4
57 58 b 1
57 28 c 4
57 37 d 4
57 64 e 3
58 59 a 1
58 59 b 1
58 87 c 3
58 111 d 3
58 10 e 1
59 60 a 0
59 60 b 0
59 71 c 3
59 73 d 2
59 76 e 3
60 61 a 2
60 61 b 0
60 2 c 1
60 108 d 1
